,Genotype,Plasmid_counts,Rep_1_counts,Rep_2_counts,Plasmid_RPM,r1_RPM,r2_RPM,r1_FC,r2_FC,avg_FC,neighbors,n_muts
36347,1.01E+13,0,0,1,0,0,3.368182798,,inf,,0.621112315,6
73105,1.002E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.621112315,6
205670,1.00101E+15,0,0,1,0,0,3.368182798,,inf,,0.621112315,6
3487,10000010101,0,1,0,0,4.540130211,0,inf,,,0.621039415,4
62339,1E+14,0,0,1,0,0,3.368182798,,inf,,0.621016792,6
774156,1.00001E+17,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,0.621016792,5
1066126,1.012E+17,0,0,1,0,0,3.368182798,,inf,,0.620453192,12
62241,1E+14,0,0,1,0,0,3.368182798,,inf,,0.620400647,5
68113,1.001E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.619507996,5
560761,1.1E+16,0,0,1,0,0,3.368182798,,inf,,0.619507996,5
857232,1.00111E+17,0,1,0,0,4.540130211,0,inf,,,0.619507996,6
871086,1.002E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.619507996,5
33240,1.0001E+13,0,0,1,0,0,3.368182798,,inf,,0.619454737,5
373619,1E+16,0,1,0,0,4.540130211,0,inf,,,0.619454737,6
937008,1.01E+17,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,1.033163346,4
283392,1.11001E+15,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,0.618745088,4
746667,1E+17,0,0,3,0,0,10.10454839,,inf,,0.618495369,5
290139,1.11011E+15,0,0,1,0,0,3.368182798,,inf,,0.618163372,12
326736,1.201E+15,0,1,0,0,4.540130211,0,inf,,,0.617922271,4
1123346,1.1E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,0.617124744,5
219,1100011,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,0.949234255,4
101278,1.10101E+14,0,0,1,0,0,3.368182798,,inf,,0.616490801,10
746647,1E+17,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.615521367,4
51972,1.11E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.615204384,6
90955,1.01201E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.615083514,10
435746,1.01E+16,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.614873992,4
155550,2.1E+14,0,0,1,0,0,3.368182798,,inf,,0.614845491,4
1184172,1.101E+17,2,2,0,4.138259241,9.080260422,0,2.19422223,0,1.097111115,0.614248995,7
51272,1.10101E+13,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.614046928,7
293261,1.1102E+15,0,1,0,0,4.540130211,0,inf,,,0.614046928,10
732446,1.1211E+16,0,1,0,0,4.540130211,0,inf,,,0.614046928,11
133070,2.0011E+14,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.613353823,5
187214,1E+15,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.613341531,5
399360,1.00012E+16,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.613341531,5
1308100,1.11E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.613341531,5
17800,1.00101E+12,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.61324726,6
51240,1.10101E+13,0,0,1,0,0,3.368182798,,inf,,0.61324726,7
629366,1.11001E+16,0,0,1,0,0,3.368182798,,inf,,0.61324726,9
1318608,1.11E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.61324726,6
972212,1.0101E+17,0,1,0,0,4.540130211,0,inf,,,0.612817232,11
131,120121,13,0,5,26.89868507,0,16.84091399,0,0.626086887,0.313043443,0.612795567,5
1272,102120000,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.612786863,4
3496,10000011020,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.612770237,4
995340,1.011E+17,5,0,1,10.3456481,0,3.368182798,0,0.325565181,0.162782591,0.612463212,4
212547,1.0012E+15,0,1,0,0,4.540130211,0,inf,,,0.612346041,5
220608,1.01E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.612346041,5
1119764,1.1E+17,5,0,2,10.3456481,0,6.736365596,0,0.651130362,0.325565181,0.612161291,5
560186,1.1E+16,0,1,0,0,4.540130211,0,inf,,,0.61188222,5
639134,1.1101E+16,16,1,0,33.10607393,4.540130211,0,0.137138889,0,0.068569445,0.611321435,10
1264896,1.10201E+17,6,0,1,12.41477772,0,3.368182798,0,0.271304318,0.135652159,0.611283064,5
51918,1.11E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.609495439,5
1316784,1.11E+17,0,1,0,0,4.540130211,0,inf,,,0.609495439,5
953862,1.01001E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.609487698,5
747120,1E+17,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,0.946019665,4
209162,1.0011E+15,0,0,1,0,0,3.368182798,,inf,,0.609041166,6
431136,1.00112E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.608938141,5
70902,1.0011E+14,0,0,1,0,0,3.368182798,,inf,,0.607797841,5
113392,1.1101E+14,0,0,1,0,0,3.368182798,,inf,,0.607797841,9
136081,2.002E+14,0,0,1,0,0,3.368182798,,inf,,0.607797841,5
187927,1E+15,0,1,0,0,4.540130211,0,inf,,,0.607797841,5
219553,1.01E+15,0,1,0,0,4.540130211,0,inf,,,0.607797841,6
422076,1.0011E+16,0,0,1,0,0,3.368182798,,inf,,0.607797841,6
748609,1E+17,0,1,0,0,4.540130211,0,inf,,,0.607797841,6
795150,1.00011E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.607797841,8
857092,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,0.607797841,6
1121604,1.1E+17,0,1,0,0,4.540130211,0,inf,,,0.607797841,6
1123279,1.1E+17,0,0,1,0,0,3.368182798,,inf,,0.607797841,6
1137043,1.10001E+17,0,0,1,0,0,3.368182798,,inf,,0.607797841,7
124449,2E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.60742282,5
933201,1.01E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.607239649,6
1316742,1.11E+17,0,1,0,0,4.540130211,0,inf,,,0.606960381,5
443496,1.01001E+16,0,0,1,0,0,3.368182798,,inf,,0.606842486,8
197161,1.0002E+15,0,0,1,0,0,3.368182798,,inf,,0.60629179,5
466590,1.011E+16,0,0,1,0,0,3.368182798,,inf,,0.60629179,5
15567,1E+12,10,2,2,20.69129621,9.080260422,6.736365596,0.438844446,0.325565181,0.382204814,0.721399714,4
163304,2.10101E+14,0,0,1,0,0,3.368182798,,inf,,0.606173645,7
30014,1.21001E+12,0,1,0,0,4.540130211,0,inf,,,0.606000839,8
363,2100011,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.605412974,4
1337482,1.1101E+17,0,0,1,0,0,3.368182798,,inf,,0.605198756,6
746617,1E+17,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,0.662419474,4
1014336,1.01101E+17,0,1,0,0,4.540130211,0,inf,,,0.604729512,5
157848,2.10001E+14,0,1,0,0,4.540130211,0,inf,,,0.604544328,6
327026,1.201E+15,0,0,1,0,0,3.368182798,,inf,,0.604544328,5
871512,1.002E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.604544328,5
438760,1.01E+16,1,0,4,2.069129621,0,13.47273119,0,6.511303621,3.255651811,0.604349731,10
752328,1E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.604305377,5
746555,1E+17,11,0,6,22.76042583,0,20.20909679,0,0.887905039,0.44395252,0.60393849,5
1446394,1.11201E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.603645439,8
5384,1.00001E+11,0,0,1,0,0,3.368182798,,inf,,0.603537205,5
11252,2.001E+11,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.603537205,5
290952,1.1102E+15,0,1,0,0,4.540130211,0,inf,,,0.603464073,7
747368,1E+17,0,0,1,0,0,3.368182798,,inf,,0.603392669,4
747363,1E+17,0,2,2,0,9.080260422,6.736365596,inf,inf,inf,0.602790249,4
1057584,1.012E+17,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,0.313555319,4
97632,1.1001E+14,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.601215607,4
493249,1.01112E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.600905396,9
1347507,1.1101E+17,0,0,1,0,0,3.368182798,,inf,,0.600905396,12
995472,1.011E+17,12,0,2,24.82955545,0,6.736365596,0,0.271304318,0.135652159,0.600796036,4
54734,1.11011E+13,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.600781761,8
147168,2.01101E+14,0,1,0,0,4.540130211,0,inf,,,0.600781761,5
317862,1.2001E+15,0,0,1,0,0,3.368182798,,inf,,0.600781761,8
1320168,1.11E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.600781761,10
1374036,1.111E+17,5,1,1,10.3456481,4.540130211,3.368182798,0.438844446,0.325565181,0.382204814,0.059356901,9
171528,2.11E+14,0,0,1,0,0,3.368182798,,inf,,0.60024736,5
396192,1.00011E+16,0,0,1,0,0,3.368182798,,inf,,0.60024736,6
761002,1E+17,0,1,0,0,4.540130211,0,inf,,,0.60024736,9
1222201,1.1011E+17,0,1,0,0,4.540130211,0,inf,,,0.60024736,9
1351656,1.1101E+17,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.60024736,8
1394930,1.11101E+17,0,1,0,0,4.540130211,0,inf,,,0.60024736,8
98544,1.101E+14,0,0,1,0,0,3.368182798,,inf,,0.598875111,4
188690,1E+15,0,0,1,0,0,3.368182798,,inf,,0.598833916,5
839964,1.0011E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.598833916,5
95829,1.10001E+14,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,0.598787981,10
188438,1E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.598497962,5
746534,1E+17,13,3,2,26.89868507,13.62039063,6.736365596,0.506358976,0.250434755,0.378396865,1.109736815,4
438318,1.01E+16,0,0,1,0,0,3.368182798,,inf,,0.598384864,8
404357,1.001E+16,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.598023498,4
373412,1E+16,0,2,0,0,9.080260422,0,inf,,,0.59800102,5
1059696,1.012E+17,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,0.597974086,5
93325,1.1E+14,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,0.597522991,4
155526,2.1E+14,8,2,1,16.55303697,9.080260422,3.368182798,0.548555558,0.203478238,0.376016898,2.083158092,3
19029,1.01E+12,0,0,1,0,0,3.368182798,,inf,,0.596313189,6
212712,1.0012E+15,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.596313189,5
8618,1.01112E+11,0,0,6,0,0,20.20909679,,inf,,0.596031756,8
553,10120001,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.595949895,4
224,1100110,8,2,1,16.55303697,9.080260422,3.368182798,0.548555558,0.203478238,0.376016898,0.892668113,4
186644,1E+15,18,0,3,37.24433317,0,10.10454839,0,0.271304318,0.135652159,0.595285081,4
501121,1.02E+16,0,1,0,0,4.540130211,0,inf,,,0.594982563,4
191910,1.0001E+15,0,0,1,0,0,3.368182798,,inf,,0.594792986,5
223152,1.0101E+15,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.594792986,6
186694,1E+15,4,0,2,8.276518483,0,6.736365596,0,0.813912953,0.406956476,0.594768369,5
406083,1.001E+16,0,0,1,0,0,3.368182798,,inf,,0.5947013,5
591984,1.101E+16,0,1,0,0,4.540130211,0,inf,,,0.5947013,5
10460,2E+11,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.594251407,5
57,20111,43,1,18,88.97257369,4.540130211,60.62729036,0.051028424,0.681415495,0.36622196,1.240191147,4
497692,1.02E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.593892611,4
7447,1.0101E+11,0,0,1,0,0,3.368182798,,inf,,0.593740043,7
50402,1.101E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.593740043,5
200490,1.00021E+15,0,0,1,0,0,3.368182798,,inf,,0.593740043,6
249273,1.1E+15,0,0,1,0,0,3.368182798,,inf,,0.593740043,6
421489,1.0011E+16,0,0,1,0,0,3.368182798,,inf,,0.593740043,7
624606,1.11E+16,0,0,1,0,0,3.368182798,,inf,,0.593740043,8
736748,1.12111E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.593740043,12
1179768,1.10011E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.593740043,10
1198032,1.10101E+17,0,1,0,0,4.540130211,0,inf,,,0.593740043,7
1325327,1.11001E+17,0,0,1,0,0,3.368182798,,inf,,0.593740043,13
1342804,1.1101E+17,0,1,0,0,4.540130211,0,inf,,,0.593740043,7
1366320,1.11011E+17,0,0,2,0,0,6.736365596,,inf,,0.593740043,10
1415069,1.1111E+17,0,0,1,0,0,3.368182798,,inf,,0.593740043,14
1430962,1.112E+17,0,0,1,0,0,3.368182798,,inf,,0.593740043,8
285619,1.1101E+15,0,1,0,0,4.540130211,0,inf,,,0.593569012,9
472327,1.01101E+16,0,1,0,0,4.540130211,0,inf,,,0.593569012,8
373340,1E+16,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.593563343,5
895,100010101,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.593345243,4
250586,1.1E+15,0,0,1,0,0,3.368182798,,inf,,0.593082328,5
1892,1001001110,0,1,0,0,4.540130211,0,inf,,,0.592908453,5
18612,1.00111E+12,0,2,0,0,9.080260422,0,inf,,,0.592518213,6
933250,1.01E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.592518213,6
5294,1E+11,0,0,1,0,0,3.368182798,,inf,,0.591713579,5
577944,1.1001E+16,4,2,0,8.276518483,9.080260422,0,1.097111115,0,0.548555558,0.591617271,7
295488,1.111E+15,8,2,0,16.55303697,9.080260422,0,0.548555558,0,0.274277779,0.59157736,4
808779,1.001E+17,0,0,1,0,0,3.368182798,,inf,,0.591041435,5
15562,1E+12,21,1,8,43.45172203,4.540130211,26.94546238,0.104486773,0.620124154,0.362305464,1.522906613,3
3476,10000001110,10,2,0,20.69129621,9.080260422,0,0.438844446,0,0.219422223,0.590608233,4
57110,1.12E+13,0,1,0,0,4.540130211,0,inf,,,0.589522478,6
189480,1E+15,0,0,1,0,0,3.368182798,,inf,,0.589522478,6
466615,1.011E+16,0,0,2,0,0,6.736365596,,inf,,0.589522478,6
513654,1.0201E+16,0,0,1,0,0,3.368182798,,inf,,0.589522478,5
653988,1.111E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.589522478,8
779366,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,0.589522478,6
10705,2.00002E+11,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.588511564,4
5204,1E+11,7,1,0,14.48390734,4.540130211,0,0.313460319,0,0.156730159,0.588003975,4
745,12010001,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.587988678,4
746742,1E+17,0,0,1,0,0,3.368182798,,inf,,0.587970292,5
782809,1.0001E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.58793451,5
2198,1010011010,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.587655337,5
1192464,1.101E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.587185308,5
2102,1002101010,4,1,0,8.276518483,4.540130211,0,0.548555558,0,0.274277779,0.586941795,5
124619,2E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.586801527,6
375892,1E+16,0,0,1,0,0,3.368182798,,inf,,0.586801527,5
9936,1.1011E+11,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.586589685,4
90156,1.01201E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.586447404,6
57186,1.12E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.586432108,6
496709,1.01112E+16,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.586432108,11
859439,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,0.586432108,12
1386456,1.11101E+17,0,1,0,0,4.540130211,0,inf,,,0.586432108,9
498096,1.02E+16,10,1,3,20.69129621,4.540130211,10.10454839,0.219422223,0.488347772,0.353884997,2.626732562,3
1195404,1.101E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.585996813,9
777686,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,0.585887009,5
1059408,1.012E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.585887009,5
977540,1.0101E+17,0,1,0,0,4.540130211,0,inf,,,0.585560674,11
5240,1E+11,3,2,0,6.207388862,9.080260422,0,1.46281482,0,0.73140741,0.585533045,4
6064,1.001E+11,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.584791836,4
31279,1E+13,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.583983771,5
748258,1E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.583950006,5
995760,1.011E+17,4,0,2,8.276518483,0,6.736365596,0,0.813912953,0.406956476,0.583791994,4
1792,1000021020,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.583406999,4
981504,1.01011E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.583098599,5
18638,1.00111E+12,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.582847872,7
25080,1.1101E+12,0,0,1,0,0,3.368182798,,inf,,0.582847872,5
934009,1.01E+17,0,0,1,0,0,3.368182798,,inf,,0.582847872,5
762058,1.00001E+17,3,0,1,6.207388862,0,3.368182798,0,0.542608635,0.271304318,0.582266812,4
49032,1.1001E+13,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.58166395,6
93625,1.1E+14,0,1,0,0,4.540130211,0,inf,,,0.58166395,5
102525,1.1011E+14,0,0,1,0,0,3.368182798,,inf,,0.58166395,11
124003,1.1121E+14,0,0,1,0,0,3.368182798,,inf,,0.58166395,10
145370,2.011E+14,0,0,1,0,0,3.368182798,,inf,,0.58166395,6
383988,1.00002E+16,0,0,1,0,0,3.368182798,,inf,,0.58166395,5
1275290,1.1021E+17,0,0,1,0,0,3.368182798,,inf,,0.58166395,6
995496,1.011E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.581627787,5
31160,1E+13,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.58114401,4
746578,1E+17,5,1,0,10.3456481,4.540130211,0,0.438844446,0,0.219422223,0.581039836,4
83520,1.011E+14,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,0.580689984,5
41907,1.02E+13,0,1,0,0,4.540130211,0,inf,,,0.579864221,5
62717,1E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.579864221,5
67500,1.001E+14,0,0,1,0,0,3.368182798,,inf,,0.579864221,5
287198,1.1101E+15,0,0,1,0,0,3.368182798,,inf,,0.579864221,9
20,1110,215,41,38,444.8628684,186.1453386,127.9909463,0.418433076,0.287708765,0.353070921,1.323438528,3
376514,1E+16,0,0,1,0,0,3.368182798,,inf,,0.579864221,8
757332,1E+17,0,0,1,0,0,3.368182798,,inf,,0.579864221,5
757372,1E+17,0,0,1,0,0,3.368182798,,inf,,0.579864221,5
1073304,1.01201E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.579864221,6
1239313,1.10111E+17,0,0,1,0,0,3.368182798,,inf,,0.579864221,9
2630,1100011010,0,0,1,0,0,3.368182798,,inf,,0.579103988,5
378,2101100,5,0,1,10.3456481,0,3.368182798,0,0.325565181,0.162782591,0.578872995,4
26160,1.2E+12,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.578624151,5
99001,1.101E+14,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.578444051,6
129199,2.0001E+14,0,1,0,0,4.540130211,0,inf,,,0.578444051,7
134816,2.002E+14,0,1,0,0,4.540130211,0,inf,,,0.578444051,5
1218965,1.1011E+17,0,1,0,0,4.540130211,0,inf,,,0.578444051,9
1377648,1.111E+17,0,1,0,0,4.540130211,0,inf,,,0.578444051,7
1022764,1.01101E+17,3,1,0,6.207388862,4.540130211,0,0.73140741,0,0.365703705,0.577831382,10
777662,1.0001E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.577703794,5
11041,2.00011E+11,0,0,1,0,0,3.368182798,,inf,,0.577520381,6
390966,1.0001E+16,0,0,1,0,0,3.368182798,,inf,,0.577520381,5
53,20021,44,0,4,91.04170331,0,13.47273119,0,0.147984173,0.073992087,0.57742435,3
279942,1.11E+15,3,2,0,6.207388862,9.080260422,0,1.46281482,0,0.73140741,0.576947296,4
70,21120,55,1,22,113.8021291,4.540130211,74.10002156,0.03989495,0.651130362,0.345512656,0.921792069,4
233296,1.011E+15,0,0,1,0,0,3.368182798,,inf,,0.576316693,5
1184956,1.101E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.576296152,9
11049,2.00011E+11,0,0,1,0,0,3.368182798,,inf,,0.575658128,8
116792,1.11101E+14,0,0,1,0,0,3.368182798,,inf,,0.575658128,9
714672,1.12012E+16,0,0,1,0,0,3.368182798,,inf,,0.575658128,8
900888,1.00201E+17,0,0,1,0,0,3.368182798,,inf,,0.575658128,8
1090152,1.0121E+17,2,0,6,4.138259241,0,20.20909679,0,4.883477716,2.441738858,0.575658128,8
1748,1000001110,20,4,3,41.38259241,18.16052084,10.10454839,0.438844446,0.244173886,0.341509166,0.900503289,4
41634,1.02E+13,0,1,0,0,4.540130211,0,inf,,,0.574681484,5
187554,1E+15,0,0,1,0,0,3.368182798,,inf,,0.574681484,5
65666,1.0001E+14,8,1,2,16.55303697,4.540130211,6.736365596,0.274277779,0.406956476,0.340617128,3.09060243,3
750114,1E+17,0,0,1,0,0,3.368182798,,inf,,0.574681484,5
1376,110100110,0,0,1,0,0,3.368182798,,inf,,0.573891164,5
189724,1E+15,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.573891164,6
436812,1.01E+16,0,1,0,0,4.540130211,0,inf,,,0.573891164,6
1080814,1.01201E+17,0,0,2,0,0,6.736365596,,inf,,0.573447979,12
36562,1.01E+13,0,0,1,0,0,3.368182798,,inf,,0.57323849,7
1371660,1.111E+17,4,3,0,8.276518483,13.62039063,0,1.645666673,0,0.822833336,0.5728234,9
373,2101001,3,0,2,6.207388862,0,6.736365596,0,1.08521727,0.542608635,0.572421734,4
1312,110001020,0,1,0,0,4.540130211,0,inf,,,0.572148803,4
157272,2.10001E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.571724169,4
197014,1.0002E+15,0,0,1,0,0,3.368182798,,inf,,0.571377713,5
383621,1.00002E+16,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,0.570873255,4
918,100020100,8,1,2,16.55303697,4.540130211,6.736365596,0.274277779,0.406956476,0.340617128,2.049854752,3
746792,1E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.570403857,4
112752,1.1101E+14,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,0.570131235,5
117936,1.1111E+14,0,1,0,0,4.540130211,0,inf,,,0.570131235,6
62372,1E+14,0,1,0,0,4.540130211,0,inf,,,0.569646145,5
746620,1E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.568798778,4
373258,1E+16,16,2,4,33.10607393,9.080260422,13.47273119,0.274277779,0.406956476,0.340617128,1.005460632,3
529200,1.021E+16,2,1,0,4.138259241,4.540130211,0,1.097111115,0,0.548555558,0.566947249,4
7752,1.01012E+11,0,0,1,0,0,3.368182798,,inf,,0.566930878,6
779808,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,0.566930878,5
32859,1.0001E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.56689397,5
99170,1.101E+14,0,1,0,0,4.540130211,0,inf,,,0.56689397,8
886656,1.00201E+17,0,0,1,0,0,3.368182798,,inf,,0.56689397,5
483662,1.0111E+16,0,1,0,0,4.540130211,0,inf,,,0.566861829,11
672,11110000,8,1,2,16.55303697,4.540130211,6.736365596,0.274277779,0.406956476,0.340617128,0.757765634,4
855372,1.00111E+17,4,0,1,8.276518483,0,3.368182798,0,0.406956476,0.203478238,0.566570231,5
1065260,1.012E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.566474604,11
1065310,1.012E+17,0,0,1,0,0,3.368182798,,inf,,0.566474604,12
746678,1E+17,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.565637821,5
164592,2.1011E+14,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,0.564767685,5
1220400,1.1011E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.564767685,7
622152,1.11E+16,8,1,2,16.55303697,4.540130211,6.736365596,0.274277779,0.406956476,0.340617128,0.549071956,4
15972,1E+12,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,0.564430336,5
451154,1.0101E+16,0,1,0,0,4.540130211,0,inf,,,0.564430336,5
63085,1E+14,0,0,2,0,0,6.736365596,,inf,,0.564143875,4
1275288,1.1021E+17,2,0,2,4.138259241,0,6.736365596,0,1.627825905,0.813912953,0.563453984,5
673920,1.11111E+16,8,1,2,16.55303697,4.540130211,6.736365596,0.274277779,0.406956476,0.340617128,0.146609616,6
746682,1E+17,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,0.563176081,5
455380,1.0101E+16,0,1,0,0,4.540130211,0,inf,,,0.563103477,7
63946,1.00001E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,0.56310028,4
65810,1.0001E+14,22,0,1,45.52085165,0,3.368182798,0,0.073992087,0.036996043,0.562977107,4
13946,2.1E+11,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.562726792,5
778200,1.0001E+17,0,0,2,0,0,6.736365596,,inf,,0.56250417,5
5303,1E+11,2,0,1,4.138259241,0,3.368182798,0,0.813912953,0.406956476,0.561966702,7
375035,1E+16,0,0,1,0,0,3.368182798,,inf,,0.561966702,6
27,10011,73,12,14,151.0464623,54.48156253,47.15455917,0.360694065,0.31218579,0.336439928,1.196914496,3
23854,1.10111E+12,4,2,0,8.276518483,9.080260422,0,1.097111115,0,0.548555558,0.561146989,9
757044,1E+17,0,1,0,0,4.540130211,0,inf,,,0.560994849,5
66529,1.0001E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,0.560685899,4
808998,1.001E+17,0,0,1,0,0,3.368182798,,inf,,0.560034673,4
